"Start"	"End"	"Segment"	"NGS_read_count"
272	1686	"PA"	1
231	1814	"PA"	1
252	1755	"PA"	1
231	1693	"PA"	1
460	1836	"PA"	1
341	1648	"PA"	1
466	1919	"PA"	1
475	1852	"PA"	1
160	1907	"PA"	1
137	1822	"PA"	1
386	1688	"PA"	1
189	1907	"PA"	1
298	1643	"PA"	1
485	1816	"PA"	1
301	1851	"PA"	1
351	1800	"PA"	1
428	1941	"PA"	1
312	1729	"PA"	1
505	1814	"PA"	1
173	1740	"PA"	1
379	1674	"PA"	1
178	1702	"PA"	1
307	1625	"PA"	1
395	1933	"PA"	1
407	1732	"PA"	1
268	1991	"PA"	1
350	1936	"PA"	1
364	1982	"PA"	1
210	1879	"PA"	1
190	1973	"PA"	1
230	1994	"PA"	1
272	1647	"PA"	1
323	1815	"PA"	1
455	1704	"PA"	1
412	1720	"PA"	1
326	1763	"PA"	1
371	1643	"PA"	1
244	1857	"PA"	1
480	1815	"PA"	1
322	1769	"PA"	1
110	1621	"PA"	1
485	1717	"PA"	1
381	1822	"PA"	1
340	1923	"PA"	1
137	1942	"PA"	1
357	1906	"PA"	1
198	2007	"PA"	1
220	1620	"PA"	1
393	1839	"PA"	1
498	1972	"PA"	1
307	1938	"PA"	1
231	1924	"PA"	1
206	1936	"PA"	1
296	1779	"PA"	1
457	1787	"PA"	1
162	1705	"PA"	1
498	1839	"PA"	1
214	1900	"PA"	1
505	1720	"PA"	1
183	1742	"PA"	1
175	1877	"PA"	1
286	1789	"PA"	1
400	1690	"PA"	1
356	1922	"PA"	1
429	1714	"PA"	1
402	1809	"PA"	1
138	1986	"PA"	1
336	1624	"PA"	1
381	1729	"PA"	1
464	1990	"PA"	1
494	1650	"PA"	1
241	1741	"PA"	1
159	1863	"PA"	1
477	1962	"PA"	1
317	1749	"PA"	1
478	1717	"PA"	1
287	1640	"PA"	1
365	1723	"PA"	1
114	1826	"PA"	1
249	1857	"PA"	1
317	1917	"PA"	1
210	1905	"PA"	1
499	1816	"PA"	1
383	1839	"PA"	1
442	1992	"PA"	1
245	1630	"PA"	1
167	1976	"PA"	1
117	1612	"PA"	1
233	1651	"PA"	1
219	1847	"PA"	1
136	1935	"PA"	1
425	1772	"PA"	1
435	1627	"PA"	1
417	1932	"PA"	1
344	1994	"PA"	1
248	1747	"PA"	1
127	1965	"PA"	1
309	1795	"PA"	1
302	1682	"PA"	1
137	1793	"PA"	1
235	1834	"PA"	1
434	1814	"PA"	1
467	1615	"PA"	1
152	1738	"PA"	1
136	1927	"PA"	1
479	1854	"PA"	1
314	1755	"PA"	1
192	1983	"PA"	1
258	1609	"PA"	1
363	1669	"PA"	1
166	1747	"PA"	1
310	1829	"PA"	1
364	1986	"PA"	1
140	1656	"PA"	1
371	1925	"PA"	1
368	1908	"PA"	1
189	1678	"PA"	1
503	1948	"PA"	1
459	1966	"PA"	1
289	1820	"PA"	1
267	1837	"PA"	1
471	1617	"PA"	1
440	1886	"PA"	1
249	1986	"PA"	1
454	1781	"PA"	1
344	1731	"PA"	1
363	1873	"PA"	1
441	1836	"PA"	1
491	1880	"PA"	1
351	1935	"PA"	1
265	1807	"PA"	1
201	1649	"PA"	1
226	1647	"PA"	1
276	1931	"PA"	1
351	1706	"PA"	1
442	1918	"PA"	1
284	2004	"PA"	1
183	1657	"PA"	1
175	1858	"PA"	1
284	1859	"PA"	1
105	1729	"PA"	1
305	1652	"PA"	1
496	1968	"PA"	1
171	1955	"PA"	1
274	1695	"PA"	1
202	1991	"PA"	1
189	1619	"PA"	1
110	1840	"PA"	1
283	1737	"PA"	1
175	1986	"PA"	1
357	1964	"PA"	1
274	1773	"PA"	1
381	1941	"PA"	1
427	2007	"PA"	1
207	1911	"PA"	1
445	1852	"PA"	1
311	1854	"PA"	1
232	1640	"PA"	1
258	1983	"PA"	1
329	1797	"PA"	1
440	1693	"PA"	1
115	1867	"PA"	1
269	1906	"PA"	1
426	1634	"PA"	1
416	1935	"PA"	1
327	1809	"PA"	1
307	1645	"PA"	1
212	1988	"PA"	1
390	1714	"PA"	1
391	1942	"PA"	1
367	1710	"PA"	1
283	1885	"PA"	1
369	1975	"PA"	1
412	1936	"PA"	1
126	1816	"PA"	1
175	1894	"PA"	1
460	1874	"PA"	1
413	1656	"PA"	1
234	1641	"PA"	1
130	1677	"PA"	1
309	1667	"PA"	1
151	1874	"PA"	1
492	1991	"PA"	1
416	1824	"PA"	1
178	1643	"PA"	1
364	1943	"PA"	1
189	1720	"PA"	1
348	1857	"PA"	1
315	1960	"PA"	1
459	1893	"PA"	1
127	1658	"PA"	1
391	1736	"PA"	1
480	1746	"PA"	1
127	1691	"PA"	1
372	1785	"PA"	1
468	1656	"PA"	1
435	1926	"PA"	1
105	1925	"PA"	1
435	1691	"PA"	1
301	1700	"PA"	1
474	1774	"PA"	1
405	1779	"PA"	1
354	1904	"PA"	1
377	1680	"PA"	1
278	1857	"PA"	1
296	1781	"PA"	1
200	1700	"PA"	1
126	1975	"PA"	1
362	1772	"PA"	1
380	1962	"PA"	1
302	1788	"PA"	1
438	1772	"PA"	1
183	1779	"PA"	1
267	1864	"PA"	1
448	1879	"PA"	1
384	1933	"PA"	1
112	1963	"PA"	1
206	1735	"PA"	1
208	1893	"PA"	1
382	1874	"PA"	1
272	1610	"PA"	1
355	1933	"PA"	1
490	1931	"PA"	1
363	1716	"PA"	1
385	1709	"PA"	1
489	1820	"PA"	1
246	1870	"PA"	1
457	1930	"PA"	1
222	1716	"PA"	1
192	1774	"PA"	1
118	1716	"PA"	1
409	1812	"PA"	1
504	1659	"PA"	1
258	1901	"PA"	1
455	1979	"PA"	1
130	1786	"PA"	1
408	1898	"PA"	1
370	1999	"PA"	1
145	1716	"PA"	1
428	1701	"PA"	1
188	1945	"PA"	1
247	1696	"PA"	1
478	1656	"PA"	1
155	1803	"PA"	1
397	1891	"PA"	1
316	1746	"PA"	1
107	1837	"PA"	1
379	1694	"PA"	1
395	1682	"PA"	1
394	1749	"PA"	1
156	1810	"PA"	1
463	1875	"PA"	1
280	1901	"PA"	1
321	1973	"PA"	1
187	1852	"PA"	1
251	1637	"PA"	1
236	1616	"PA"	1
467	1979	"PA"	1
414	1895	"PA"	1
500	1746	"PA"	1
161	1794	"PA"	1
364	1897	"PA"	1
320	2001	"PA"	1
241	1956	"PA"	1
123	1735	"PA"	1
322	1949	"PA"	1
186	1709	"PA"	1
436	1910	"PA"	1
396	1665	"PA"	1
330	1943	"PA"	1
487	1976	"PA"	1
138	1953	"PA"	1
320	1937	"PA"	1
302	1711	"PA"	1
171	1911	"PA"	1
443	1972	"PA"	1
244	1791	"PA"	1
365	1842	"PA"	1
165	1946	"PA"	1
415	1922	"PA"	1
409	1936	"PA"	1
112	1820	"PA"	1
116	1753	"PA"	1
327	1850	"PA"	1
273	1769	"PA"	1
486	1792	"PA"	1
115	1863	"PA"	1
297	1688	"PA"	1
477	1728	"PA"	1
161	1685	"PA"	1
181	1816	"PA"	1
274	1730	"PA"	1
173	1621	"PA"	1
253	1824	"PA"	1
278	1871	"PA"	1
211	1823	"PA"	1
440	1789	"PA"	1
374	1955	"PA"	1
380	1890	"PA"	1
256	1793	"PA"	1
463	1897	"PA"	1
420	1755	"PA"	1
362	1746	"PA"	1
484	1993	"PA"	1
387	1798	"PA"	1
444	1945	"PA"	1
465	1969	"PA"	1
469	1875	"PA"	1
236	1682	"PA"	1
311	1869	"PA"	1
461	1692	"PA"	1
488	1947	"PA"	1
362	1674	"PA"	1
332	1873	"PA"	1
476	1615	"PA"	1
312	1724	"PA"	1
372	1696	"PA"	1
360	1734	"PA"	1
250	1891	"PA"	1
407	1997	"PA"	1
243	1807	"PA"	1
296	2007	"PA"	1
202	1623	"PA"	1
106	1672	"PA"	1
480	1812	"PA"	1
492	1736	"PA"	1
370	1692	"PA"	1
350	1946	"PA"	1
449	1657	"PA"	1
124	1900	"PA"	1
253	1909	"PA"	1
319	1648	"PA"	1
225	1651	"PA"	1
134	1849	"PA"	1
151	1686	"PA"	1
443	1735	"PA"	1
150	1902	"PA"	1
156	1884	"PA"	1
214	1950	"PA"	1
492	1829	"PA"	1
285	1864	"PA"	1
443	1835	"PA"	1
110	1685	"PA"	1
224	1752	"PA"	1
459	1751	"PA"	1
392	2005	"PA"	1
275	1964	"PA"	1
128	1677	"PA"	1
464	1624	"PA"	1
400	1955	"PA"	1
372	1640	"PA"	1
109	1738	"PA"	1
217	1761	"PA"	1
277	1921	"PA"	1
385	1912	"PA"	1
288	1845	"PA"	1
168	1723	"PA"	1
469	1780	"PA"	1
247	1968	"PA"	1
285	1726	"PA"	1
231	1772	"PA"	1
143	1650	"PA"	1
160	1964	"PA"	1
175	1900	"PA"	1
437	1729	"PA"	1
388	1931	"PA"	1
280	1799	"PA"	1
286	1839	"PA"	1
462	1883	"PA"	1
455	1797	"PA"	1
199	1881	"PA"	1
435	1816	"PA"	1
437	1980	"PA"	1
438	1901	"PA"	1
424	1634	"PA"	1
392	1964	"PA"	1
381	1929	"PA"	1
371	1997	"PA"	1
118	1998	"PA"	1
447	1635	"PA"	1
425	1933	"PA"	1
249	1645	"PA"	1
219	1834	"PA"	1
426	1861	"PA"	1
482	1839	"PA"	1
431	1859	"PA"	1
181	1634	"PA"	1
132	1756	"PA"	1
303	1736	"PA"	1
301	1885	"PA"	1
484	2006	"PA"	1
405	1760	"PA"	1
263	1769	"PA"	1
380	1815	"PA"	1
398	1692	"PA"	1
197	1621	"PA"	1
428	1825	"PA"	1
132	1738	"PA"	1
160	1899	"PA"	1
443	1755	"PA"	1
360	1665	"PA"	1
416	1945	"PA"	1
270	1764	"PA"	1
114	1692	"PA"	1
436	2004	"PA"	1
170	1940	"PA"	1
432	1969	"PA"	1
264	1819	"PA"	1
278	1900	"PA"	1
440	1971	"PA"	1
486	1805	"PA"	1
339	1866	"PA"	1
368	1844	"PA"	1
342	1902	"PA"	1
418	1934	"PA"	1
461	1703	"PA"	1
403	1908	"PA"	1
197	1907	"PA"	1
228	1646	"PA"	1
436	1841	"PA"	1
474	1873	"PA"	1
229	1667	"PA"	1
120	1707	"PA"	1
371	1988	"PA"	1
462	1749	"PA"	1
138	2009	"PA"	1
151	1764	"PA"	1
354	1876	"PA"	1
291	1668	"PA"	1
185	1791	"PA"	1
180	1889	"PA"	1
250	1632	"PA"	1
269	1873	"PA"	1
292	1830	"PA"	1
163	1695	"PA"	1
304	1970	"PA"	1
226	1994	"PA"	1
291	1956	"PA"	1
231	1889	"PA"	1
106	1639	"PA"	1
240	1777	"PA"	1
486	1969	"PA"	1
246	1879	"PA"	1
136	1875	"PA"	1
127	1648	"PA"	1
200	1772	"PA"	1
325	1738	"PA"	1
285	1857	"PA"	1
337	1868	"PA"	1
162	1734	"PA"	1
481	1837	"PA"	1
241	1884	"PA"	1
163	1768	"PA"	1
205	1685	"PA"	1
441	1906	"PA"	1
369	1889	"PA"	1
500	1810	"PA"	1
300	1611	"PA"	1
193	1863	"PA"	1
216	1991	"PA"	1
238	1945	"PA"	1
148	1987	"PA"	1
119	1730	"PA"	1
427	1956	"PA"	1
167	1677	"PA"	1
298	1798	"PA"	1
446	1974	"PA"	1
129	1823	"PA"	1
381	1906	"PA"	1
392	1741	"PA"	1
342	1663	"PA"	1
264	1619	"PA"	1
381	1978	"PA"	1
441	1921	"PA"	1
499	1643	"PA"	1
320	1891	"PA"	1
454	1812	"PA"	1
212	1989	"PA"	1
109	1778	"PA"	1
301	1875	"PA"	1
166	1836	"PA"	1
128	1828	"PA"	1
274	1851	"PA"	1
412	2001	"PA"	1
121	1780	"PA"	1
471	1799	"PA"	1
329	1953	"PA"	1
128	1928	"PA"	1
478	1704	"PA"	1
254	1780	"PA"	1
233	1998	"PA"	1
146	1612	"PA"	1
352	1953	"PA"	1
411	1689	"PA"	1
426	1928	"PA"	1
362	1964	"PA"	1
291	2003	"PA"	1
286	1805	"PA"	1
143	1629	"PA"	1
336	1750	"PA"	1
161	1831	"PA"	1
139	1643	"PA"	1
251	1738	"PA"	1
258	1897	"PA"	1
318	1775	"PA"	1
356	1728	"PA"	1
232	1760	"PA"	1
213	1653	"PA"	1
127	1725	"PA"	1
181	1913	"PA"	1
353	1971	"PA"	1
374	1612	"PA"	1
447	1763	"PA"	1
426	1750	"PA"	1
160	1917	"PA"	1
162	1648	"PA"	1
365	1848	"PA"	1
285	1720	"PA"	1
125	1824	"PA"	1
204	1859	"PA"	1
296	1985	"PA"	1
271	1686	"PA"	1
299	1954	"PA"	1
468	1637	"PA"	1
314	1729	"PA"	1
344	1620	"PA"	1
371	1827	"PA"	1
369	1971	"PA"	1
296	1688	"PA"	1
314	1678	"PA"	1
242	1923	"PA"	1
219	1888	"PA"	1
399	1648	"PA"	1
172	1879	"PA"	1
374	1981	"PA"	1
217	1686	"PA"	1
438	1871	"PA"	1
133	1859	"PA"	1
413	1948	"PA"	1
264	1796	"PA"	1
262	1915	"PA"	1
290	1775	"PA"	1
148	1867	"PA"	1
151	1837	"PA"	1
179	1658	"PA"	1
505	1740	"PA"	1
417	1820	"PA"	1
113	1839	"PA"	1
477	1770	"PA"	1
334	1957	"PA"	1
194	1624	"PA"	1
278	1705	"PA"	1
483	1853	"PA"	1
180	1742	"PA"	1
307	1703	"PA"	1
457	1944	"PA"	1
324	1922	"PA"	1
132	1698	"PA"	1
291	1701	"PA"	1
425	1952	"PA"	1
409	1616	"PA"	1
111	1777	"PA"	1
472	1930	"PA"	1
226	1847	"PA"	1
271	1626	"PA"	1
364	1966	"PA"	1
117	1678	"PA"	1
300	1714	"PA"	1
469	1829	"PA"	1
495	1942	"PA"	1
168	1797	"PA"	1
170	1932	"PA"	1
245	1665	"PA"	1
172	1822	"PA"	1
144	1745	"PA"	1
370	1836	"PA"	1
372	1819	"PA"	1
291	1822	"PA"	1
166	1970	"PA"	1
296	1699	"PA"	1
471	1702	"PA"	1
385	1613	"PA"	1
493	1734	"PA"	1
424	1767	"PA"	1
471	1727	"PA"	1
138	1877	"PA"	1
240	1713	"PA"	1
275	1676	"PA"	1
253	1917	"PA"	1
439	1679	"PA"	1
213	1687	"PA"	1
432	1926	"PA"	1
268	1644	"PA"	1
454	1746	"PA"	1
310	1645	"PA"	1
148	1661	"PA"	1
170	1770	"PA"	1
359	2003	"PA"	1
448	1826	"PA"	1
393	1968	"PA"	1
196	1641	"PA"	1
401	1610	"PA"	1
258	1857	"PA"	1
358	1793	"PA"	1
387	1831	"PA"	1
343	1668	"PA"	1
490	1652	"PA"	1
412	1850	"PA"	1
406	1653	"PA"	1
232	1724	"PA"	1
300	1702	"PA"	1
310	1630	"PA"	1
215	1805	"PA"	1
367	1998	"PA"	1
184	1921	"PA"	1
364	1816	"PA"	1
190	1737	"PA"	1
399	1707	"PA"	1
151	1847	"PA"	1
489	1790	"PA"	1
431	1786	"PA"	1
395	1777	"PA"	1
327	1990	"PA"	1
305	1731	"PA"	1
163	1859	"PA"	1
232	1785	"PA"	1
288	1941	"PA"	1
245	1638	"PA"	1
332	1739	"PA"	1
487	1817	"PA"	1
413	1929	"PA"	1
389	2005	"PA"	1
260	1799	"PA"	1
388	1966	"PA"	1
236	1891	"PA"	1
389	1972	"PA"	1
363	1830	"PA"	1
292	1902	"PA"	1
178	1738	"PA"	1
459	1938	"PA"	1
453	1930	"PA"	1
204	1629	"PA"	1
449	1707	"PA"	1
376	1958	"PA"	1
498	1937	"PA"	1
415	1692	"PA"	1
200	1666	"PA"	1
384	1890	"PA"	1
423	1729	"PA"	1
425	1704	"PA"	1
388	1613	"PA"	1
144	1964	"PA"	1
348	1632	"PA"	1
120	1771	"PA"	1
394	1784	"PA"	1
331	2002	"PA"	1
444	1673	"PA"	1
344	1983	"PA"	1
396	1904	"PA"	1
234	1897	"PA"	1
414	1836	"PA"	1
493	1917	"PA"	1
139	1905	"PA"	1
144	1996	"PA"	1
405	1981	"PA"	1
159	1863	"PA"	1
211	1783	"PA"	1
379	1629	"PA"	1
440	1695	"PA"	1
135	1784	"PA"	1
489	1855	"PA"	1
327	1720	"PA"	1
413	1613	"PA"	1
383	1732	"PA"	1
195	1688	"PA"	1
155	1628	"PA"	1
109	1858	"PA"	1
115	1984	"PA"	1
266	1685	"PA"	1
197	1731	"PA"	1
449	1970	"PA"	1
240	1772	"PA"	1
257	1801	"PA"	1
233	1670	"PA"	1
273	1773	"PA"	1
463	1941	"PA"	1
132	1662	"PA"	1
486	1665	"PA"	1
216	1765	"PA"	1
251	1677	"PA"	1
436	1843	"PA"	1
442	1838	"PA"	1
468	1848	"PA"	1
376	1879	"PA"	1
229	1936	"PA"	1
145	1804	"PA"	1
114	1887	"PA"	1
464	1929	"PA"	1
488	1928	"PA"	1
145	2006	"PA"	1
395	1666	"PA"	1
284	1959	"PA"	1
383	1909	"PA"	1
125	1623	"PA"	1
460	2000	"PA"	1
190	1712	"PA"	1
107	1732	"PA"	1
396	1825	"PA"	1
366	1676	"PA"	1
390	1848	"PA"	1
332	1882	"PA"	1
209	1756	"PA"	1
131	1650	"PA"	1
172	1680	"PA"	1
479	1807	"PA"	1
289	1620	"PA"	1
320	1764	"PA"	1
374	1633	"PA"	1
340	1614	"PA"	1
437	1741	"PA"	1
184	1903	"PA"	1
201	1939	"PA"	1
265	1632	"PA"	1
390	1669	"PA"	1
115	1822	"PA"	1
313	1823	"PA"	1
268	1691	"PA"	1
195	1775	"PA"	1
177	1887	"PA"	1
291	1704	"PA"	1
235	2002	"PA"	1
410	1709	"PA"	1
334	1797	"PA"	1
331	1851	"PA"	1
186	1831	"PA"	1
224	1903	"PA"	1
398	1876	"PA"	1
356	1808	"PA"	1
444	1760	"PA"	1
496	1640	"PA"	1
280	1891	"PA"	1
220	1909	"PA"	1
139	1655	"PA"	1
357	1890	"PA"	1
332	1883	"PA"	1
205	1855	"PA"	1
451	1769	"PA"	1
480	1658	"PA"	1
204	1630	"PA"	1
397	1847	"PA"	1
196	1997	"PA"	1
114	1854	"PA"	1
478	1976	"PA"	1
186	1914	"PA"	1
252	1973	"PA"	1
198	1780	"PA"	1
481	1848	"PA"	1
346	1802	"PA"	1
288	1867	"PA"	1
340	1674	"PA"	1
270	1975	"PA"	1
314	1760	"PA"	1
237	1933	"PA"	1
500	1791	"PA"	1
267	1760	"PA"	1
257	1967	"PA"	1
329	1690	"PA"	1
289	1956	"PA"	1
267	1899	"PA"	1
107	1651	"PA"	1
294	1725	"PA"	1
369	1872	"PA"	1
467	1628	"PA"	1
285	1879	"PA"	1
430	1632	"PA"	1
123	1633	"PA"	1
267	1629	"PA"	1
270	1894	"PA"	1
369	1883	"PA"	1
406	1645	"PA"	1
350	1773	"PA"	1
247	1717	"PA"	1
396	1962	"PA"	1
196	1863	"PA"	1
352	1651	"PA"	1
324	1972	"PA"	1
303	1742	"PA"	1
260	1978	"PA"	1
231	1705	"PA"	1
455	1905	"PA"	1
453	1734	"PA"	1
443	1997	"PA"	1
371	1609	"PA"	1
237	1894	"PA"	1
439	1675	"PA"	1
244	1861	"PA"	1
319	1837	"PA"	1
324	1696	"PA"	1
454	1839	"PA"	1
246	1642	"PA"	1
163	1807	"PA"	1
191	1935	"PA"	1
435	1905	"PA"	1
156	1937	"PA"	1
162	1750	"PA"	1
359	1949	"PA"	1
144	1693	"PA"	1
429	1622	"PA"	1
386	1858	"PA"	1
294	1616	"PA"	1
220	1968	"PA"	1
108	1912	"PA"	1
289	1772	"PA"	1
190	1863	"PA"	1
446	1963	"PA"	1
118	1903	"PA"	1
275	1637	"PA"	1
218	1844	"PA"	1
309	1814	"PA"	1
281	1708	"PA"	1
118	1780	"PA"	1
173	1885	"PA"	1
428	1654	"PA"	1
288	1945	"PA"	1
232	1985	"PA"	1
375	1658	"PA"	1
493	1914	"PA"	1
354	1946	"PA"	1
294	1611	"PA"	1
373	1625	"PA"	1
272	1756	"PA"	1
203	1978	"PA"	1
458	1716	"PA"	1
400	1771	"PA"	1
387	1781	"PA"	1
345	1983	"PA"	1
257	1763	"PA"	1
484	1616	"PA"	1
136	1854	"PA"	1
145	1989	"PA"	1
407	1967	"PA"	1
440	1784	"PA"	1
294	1801	"PA"	1
416	1613	"PA"	1
125	1926	"PA"	1
186	1679	"PA"	1
131	1938	"PA"	1
379	1764	"PA"	1
170	1941	"PA"	1
157	1986	"PA"	1
126	1684	"PA"	1
504	1625	"PA"	1
339	1923	"PA"	1
352	1952	"PA"	1
220	1915	"PA"	1
253	1885	"PA"	1
152	1936	"PA"	1
188	2009	"PA"	1
473	2000	"PA"	1
482	1880	"PA"	1
137	1675	"PA"	1
408	1800	"PA"	1
137	1769	"PA"	1
350	2002	"PA"	1
268	1782	"PA"	1
358	1725	"PA"	1
404	1887	"PA"	1
197	1924	"PA"	1
231	1778	"PA"	1
376	1958	"PA"	1
275	1773	"PA"	1
384	1993	"PA"	1
145	1725	"PA"	1
250	1705	"PA"	1
216	1847	"PA"	1
118	1698	"PA"	1
387	1960	"PA"	1
214	1999	"PA"	1
173	1947	"PA"	1
365	1728	"PA"	1
180	1929	"PA"	1
219	1947	"PA"	1
504	1862	"PA"	1
131	1700	"PA"	1
188	1881	"PA"	1
133	1910	"PA"	1
432	1779	"PA"	1
407	1966	"PA"	1
241	1861	"PA"	1
112	1970	"PA"	1
448	1829	"PA"	1
204	1838	"PA"	1
417	1846	"PA"	1
261	1663	"PA"	1
376	1609	"PA"	1
415	1969	"PA"	1
291	1940	"PA"	1
258	1974	"PA"	1
406	1960	"PA"	1
257	1983	"PA"	1
412	1667	"PA"	1
148	1864	"PA"	1
124	1984	"PA"	1
139	1683	"PA"	1
492	1878	"PA"	1
169	1628	"PA"	1
283	1704	"PA"	1
263	1669	"PA"	1
424	1757	"PA"	1
237	1854	"PA"	1
483	1757	"PA"	1
239	1860	"PA"	1
284	1756	"PA"	1
122	1684	"PA"	1
261	1891	"PA"	1
137	1619	"PA"	1
309	1674	"PA"	1
326	1805	"PA"	1
441	1900	"PA"	1
171	1786	"PA"	1
110	1933	"PA"	1
296	1774	"PA"	1
135	1829	"PA"	1
335	1754	"PA"	1
404	1668	"PA"	1
171	1736	"PA"	1
346	1964	"PA"	1
413	1877	"PA"	1
326	1872	"PA"	1
117	1910	"PA"	1
343	2005	"PA"	1
502	1894	"PA"	1
250	1915	"PA"	1
206	1652	"PA"	1
171	1978	"PA"	1
495	1710	"PA"	1
149	1755	"PA"	1
382	1674	"PA"	1
171	1683	"PA"	1
264	1663	"PA"	1
406	1846	"PA"	1
432	1636	"PA"	1
410	1998	"PA"	1
332	1842	"PA"	1
430	1719	"PA"	1
395	1735	"PA"	1
195	1868	"PA"	1
412	1718	"PA"	1
164	1650	"PA"	1
399	1678	"PA"	1
256	1763	"PA"	1
493	1832	"PA"	1
249	1798	"PA"	1
130	1837	"PA"	1
294	1622	"PA"	1
153	1750	"PA"	1
307	1835	"PA"	1
288	1716	"PA"	1
365	1631	"PA"	1
448	1846	"PA"	1
168	1887	"PA"	1
165	1843	"PA"	1
387	1735	"PA"	1
210	1785	"PA"	1
248	1882	"PA"	1
105	1614	"PA"	1
438	1620	"PA"	1
379	1865	"PA"	1
423	1998	"PA"	1
349	1749	"PA"	1
132	1795	"PA"	1
421	1701	"PA"	1
473	1708	"PA"	1
192	1760	"PA"	1
387	1850	"PA"	1
145	1759	"PA"	1
359	1696	"PA"	1
454	1951	"PA"	1
216	1847	"PA"	1
421	1733	"PA"	1
425	1766	"PA"	1
374	1864	"PA"	1
195	2004	"PA"	1
120	1930	"PA"	1
197	1819	"PA"	1
413	1709	"PA"	1
435	1708	"PA"	1
390	1616	"PA"	1
328	1682	"PA"	1
378	1718	"PA"	1
111	1762	"PA"	1
256	1956	"PA"	1
149	1784	"PA"	1
152	1716	"PA"	1
337	1871	"PA"	1
273	1800	"PA"	1
368	1806	"PA"	1
426	1962	"PA"	1
347	1690	"PA"	1
224	1928	"PA"	1
158	1886	"PA"	1
260	1898	"PA"	1
326	1689	"PA"	1
491	1990	"PA"	1
475	1977	"PA"	1
470	1744	"PA"	1
403	1693	"PA"	1
451	1984	"PA"	1
164	1981	"PA"	1
346	1807	"PA"	1
384	1693	"PA"	1
412	1721	"PA"	1
258	1641	"PA"	1
489	1932	"PA"	1
285	1970	"PA"	1
409	1954	"PA"	1
414	1805	"PA"	1
307	1617	"PA"	1
278	1649	"PA"	1
202	1793	"PA"	1
464	1738	"PA"	1
105	1798	"PA"	1
290	1957	"PA"	1
409	1892	"PA"	1
127	1624	"PA"	1
185	1654	"PA"	1
416	1708	"PA"	1
331	1964	"PA"	1
115	1653	"PA"	1
339	1990	"PA"	1
129	1943	"PA"	1
469	1762	"PA"	1
462	1912	"PA"	1
426	1853	"PA"	1
339	1863	"PA"	1
263	1938	"PA"	1
456	1762	"PA"	1
137	1810	"PA"	1
295	1906	"PA"	1
167	1611	"PA"	1
410	1670	"PA"	1
105	1640	"PA"	1
320	1853	"PA"	1
267	1630	"PA"	1
163	1998	"PA"	1
287	1992	"PA"	1
179	1753	"PA"	1
259	1614	"PA"	1
301	1991	"PA"	1
160	1651	"PA"	1
235	1859	"PA"	1
163	1721	"PA"	1
356	1771	"PA"	1
270	1728	"PA"	1
346	1920	"PA"	1
304	1899	"PA"	1
454	1692	"PA"	1
183	1761	"PA"	1
419	1814	"PA"	1
428	1861	"PA"	1
440	1617	"PA"	1
222	1972	"PA"	1
247	1682	"PA"	1
418	1653	"PA"	1
218	1865	"PA"	1
407	2007	"PA"	1
211	1745	"PA"	1
235	1617	"PA"	1
395	1821	"PA"	1
387	1929	"PA"	1
227	1680	"PA"	1
272	1827	"PA"	1
304	1918	"PA"	1
320	1927	"PA"	1
146	1672	"PA"	1
457	1843	"PA"	1
464	1733	"PA"	1
307	1719	"PA"	1
375	1695	"PA"	1
147	1736	"PA"	1
212	1845	"PA"	1
280	1933	"PA"	1
434	1819	"PA"	1
161	1666	"PA"	1
285	2009	"PA"	1
136	1942	"PA"	1
412	1977	"PA"	1
190	1663	"PA"	1
344	1703	"PA"	1
468	1896	"PA"	1
280	2009	"PA"	1
336	1846	"PA"	1
351	1660	"PA"	1
366	1822	"PA"	1
424	1672	"PA"	1
134	1934	"PA"	1
381	1976	"PA"	1
461	1815	"PA"	1
240	1720	"PA"	1
429	1989	"PA"	1
314	1650	"PA"	1
379	1887	"PA"	1
280	1850	"PA"	1
245	1652	"PA"	1
116	1791	"PA"	1
177	1854	"PA"	1
181	1840	"PA"	1
210	1886	"PA"	1
241	1834	"PA"	1
396	1976	"PA"	1
166	1789	"PA"	1
431	1973	"PA"	1
253	1849	"PA"	1
284	1631	"PA"	1
474	1954	"PA"	1
440	1814	"PA"	1
153	1898	"PA"	1
470	1887	"PA"	1
278	1861	"PA"	1
190	1917	"PA"	1
430	1704	"PA"	1
449	1793	"PA"	1
281	1795	"PA"	1
356	1797	"PA"	1
328	1849	"PA"	1
366	1880	"PA"	1
212	1769	"PA"	1
370	1867	"PA"	1
412	1946	"PA"	1
365	1756	"PA"	1
148	1851	"PA"	1
386	1876	"PA"	1
147	1675	"PA"	1
112	1635	"PA"	1
371	1982	"PA"	1
482	1696	"PA"	1
197	1946	"PA"	1
236	1738	"PA"	1
404	1668	"PA"	1
492	1905	"PA"	1
311	1754	"PA"	1
189	1763	"PA"	1
458	1846	"PA"	1
415	1775	"PA"	1
442	1997	"PA"	1
326	1672	"PA"	1
446	1706	"PA"	1
363	1657	"PA"	1
212	1665	"PA"	1
204	1857	"PA"	1
474	1954	"PA"	1
410	1625	"PA"	1
266	1609	"PA"	1
364	1873	"PA"	1
416	1913	"PA"	1
367	1970	"PA"	1
479	1637	"PA"	1
242	1839	"PA"	1
293	1804	"PA"	1
473	1926	"PA"	1
139	1615	"PA"	1
178	1800	"PA"	1
282	1857	"PA"	1
123	1911	"PA"	1
